text	sentiment
RT  url We will be exhibiting at Expocida Iberia 2018-Congreso Profesional y Feria de Control de...  url	NEU
username Parece que mañana Iberia lanza promo por BlackFriday (aún no he recibido yo email) de vuelos naci...  url	P
username username username Lo peor es el ruido....da muy mal rollo jajaja	N
Álava	NEU
username username tenéis el proceso de embarque mas caótico entre las aerolíneas!!!  url	N
username username La verdad que todo es muy confuso. Esta mañana hizo 5 días sin maletas. He cancelado comprom...  url	N
La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki  url	NEU
Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey  url	P
Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa  url	NEU
username Al país de nunca jamás..😉	P
Ryanair reclutará en España 100 nuevos tripulantes de cabina para toda Europa  url	NEU
He añadido un vídeo a una lista de reproducción de username ( url - Ryanair Capítulo 1 Vuelo:Brussels	NEU
En realidad parece más sólido que las famosas avionetas de Iberia.  url	N
username username alucinante el trato que le dan a las mercancías	N
Ohhh username como es eso de hacerme unfollow ???	N
username username Ten cuidado Camino porque a veces a la reclamación te llega un email de una tal Paloma que no exi...  url	NEU
username username username Si es que un error lo puede tener cualquiera.	NEU
Ryanair inaugura la línea Castellón-Poznan. Lo más grande va a llegar en business.	NEU
username Mi padre volo con vosotros durante años a Canada de cada viaje de vuelta siempre tenia algun regalo de...  url	P
username username username username username username username username...  url	N
username username Y si no me equivoco el morro de ese avion lo tenemos en el muncity en A Coruña	N
Iberia airlines es una mierda	N
Ya lo saben	P
username username   Before flying BA/IBERIA ... RT/SHARE: POR FAVOR: PASAJEROS QUE IBERIA LES DEMOR...  url	N
Iberia y Renfe lanzaron hoy importantes descuentos. Enterate acá:	P
La aerolínea de bajo costo Ryanair	NEU
username no puedo comprar en su web	N
username Por qué nadie entiende que si 10000 personas tienen un producto en la cesta y sólo hay 20 productos	N
.username están vendiendo un producto combinado avion+username que no funciona?? 3 horas y 5 personas distintas y nadi...  url	N
Con username	NEU
username La he recibido negativamente en reiteradas oportunidades. Pareciera que solo vosotros de las redes sociales...  url	N
username La semana pasada de BCN A Mallorca	P
-Y esos dos objetos voladores?	N
Con username	P
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	NEU
username cancela vuelo MAD-LHR para mañana (IB3176)	N
username nos parte una maleta. En el 901 nos marean y nos dicen que reclamemos por la web. La web no nos deja accede...  url	N
username Un problema en su página web hizo que no se imprimiera mi tarjeta de embarque	N
username Sí	NEU
username Gracias y Feliz 2018!	P
username Los trabajadores de tierra de username e username hacen un excelente trabajo	N
username sí  ya he volado pero no tengo la tarjeta de embarque	NEU
username Madrid TravelThursday	N
username arrojen sus maletas por aquí que no hay sitio dentro de la cabina vayaputamierdade aerolinea  url	N
username username Nein	NEU
username Ya parecia raro tanta publicidad de la nueva Iberia: Hola Argentina te dicen cómo slogan publicitari...  url	N
Así fue el accidente del vuelo 5022 de Spanair	N
Iberia Express celebra su quinto aniversario lanzando billetes a 5 euros ✈  url vía viajestic	P
username La solución inovativa de Iberia a los vuelos retrasados!!!!!  url	NEU
tv El 'Black Friday' llega a Ryanair: descuentos del 15% en billetes y del 20% en la...  url	P
username Yo prefiero a Papá Noel (Santa Claus) que llega antes	P
username	NEU
Please RT viajes viajar travel Ryanair abre nuevas rutas en España  url	P
Pilotos amenazan con nuevas protestas en contra de Ryanair en Europa  ▶️  url  url	N
Estaremos un centenar de plebe y vacían uno de los mostradores de username. En VIP han dejado a todos locuelos con alguien que se ha colado	NEU
username Igual no más vamos con todo  Iberia nos necesita más que nunca 👍	NEU
username Fuerteventura TravelTuesday ✈️🍀  url	NEU
En 2018	P
Las 'low cost' Ryanair y Vueling	N
username Muy buena publicidad 👏🏻👏🏻👏🏻Desde el aeropuerto de santander esperando a embarcar rumbo a marrakech y si...  url	N
Ryanair ofrece hoy 100.000 billetes desde 4	N
Gracias username por todos los ataques de ansiedad que tengo. Antes de despegar revisar bien los aviones	N
Ryanair me ha hecho un cargo adicional por las bolsas bajo mis ojos	N
username username Como ineptitos y medio...	N
Con username	P
username username Espero que no haya sido un viaje muy largo 😅	N
ÚLTIMA HORA: Oferta Ryanair vuelos a 2 euros  url Vía VuelosA1Euro	NEU
username Buenos días. Cuando estás en la página principal	N
username username Para la próxima	N
Os acordáis cuando el PP echaba    la culpa a los pasajeros del spanair accidentado? VIVA ESPAÑA!!	NEU
Un requisito fundamental para trabajar en atención al cliente de username (aunque la palabra atención es de dudosa a...  url	N
Norwegian desafía a Iberia con billetes por menos de 200 euros entre Nueva York y Madrid | Compañías | EL PAÍS  url	P
username Marruecos! TravelThursday	NEU
Iberia Express celebra sus cinco años con una oferta de 5.000 plazas a sólo 5 euros  url vía username	NEU
21h Iberia Sumergida - Tributo Héroes del Silencio · El Sol Madrid  url	N
username Con 100 desconocidos en un avión de Ryanair porque el espíritu colectivo es precioso	P
username Confirmarlo con Serviberia = +20€ los cuales no le veo sentido	N
7 de la mañana y ya me están diciendo los de Ryanair que mi vuelo sale 20 min. tarde 🙄.	N
username FELIZ AÑO 2018. Muchas gracias. En el mes de marzo espero viajar junto a mis padres con ustedes hasta Milán...  url	NEU
Timado por username Compro transfer de bus en su web; pago; no recibo email	N
username username username JAJAJAJAJAJ me has jodido la noche	N
Hola username	N
username username Tenéis un descontrol descomunal. Ahora me pedís queusername me habéis entregado. No lo sabéi...  url	N
username Jajajja creo que todos volvemos resginados al avión de ryanair	NEU
username VERGÜENZA su atención telefónica y el engaño en las tarifas además de tenerte esperando en el telefono 30 m...  url	N
Los de Ryanair me han aceptado para hacer el curso en Hahn el 9 de enero.	P
Sería un detallazo que para este BlackFriday2017 Ryanair ponga vuelos baratos a la mierda y todo el mundo se vaya.	N
Hola EuropaMadrid Iberia lo máximo 🌍🌏líder en vuelos y servicios con calidad.  url	P
username Estimados username os di una segunda oportunidad y otra vez que llego a destino sin las maletas	N
username username Lo sangrante es el postureo del CM que contesta a sabiendo que se os están riendo en la cara. Como...  url	N
username esa gran compañía q no sólo te pide 1 barbaridad x cambiar un viaje de ida sino que cnd estás en el aeropue...  url	N
username Más detalles? Nada solo que no estaba roto el reposabrazos	N
FANUC Iberia demuestra su potencial en robótica en Empack2017. Otra de las empresas que nos han acompañado desde...  url	P
username username username username Por un transporte ovino decente	N
username Quiero votar en próximas elecciones🇪🇸 tarifa especial BGA BCN BGA ..?	NEU
username Hola	NEU
username tendréis descuentos por el black friday??	NEU
username Tanto ustedes como Level operan en conjunto? Porque los tickets me dicen Iberia. No sé cómo darme cuenta de la diferencia	N
Ryanair ha anunciado hoy una nueva ruta desde Valencia a Bristol - Valencia ... -  url  url	P
username username Me trataron muy mal en Iberia y no volví a volar con ellos nunca más. Creo que con Vueling pasará igual	N
username username username Pero pero no fue en la Iberia aquí se llama complejos Don Bosco-Concepción	N
¿Te has enterado ya? Samsung regaló un note8abordo a casi 200 pasajeros de un vuelo de Iberia  url	NEU
Y llego al avion	N
¿Quieres trabajar en Ryanair? Consulta las fechas donde van a realizar entrevistas en Noviembre y Diciembre empleo  url	P
username Espero que cambien el servicio al cliente en vuelo porque es nefasto.	N
username Al menos saber donde está	NEU
Podium Podcast e Iberia se alían en una ficción sonora  url	NEU
username username El problema es con cualquier compañía	N
4h de retraso	N
username Uff qué caro... Es buscar en Ryanair los días que estén baratos en temporadas bajas	P
Amazon 7: 156. LOS DIEZ LIBROS DE ARQUITECTURA (LITERATURA-OBRAS MAESTRAS IBERIA)           url	NEU
username TravelThursday Alicante	NEU
Buenos días username	NEU
La autoescuela hoy-voy: “lo único que nos une a Ryanair es que cada una ha revolucionado su sector”  url	NEU
username no resolvió nada. Solo pregunto. Sigue el mensaje directo	N
Cuidado con los cobros de username de username	N
Con username	NEU
username No	N
username username Pero oye	N
Con username	P
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
Con que necesidad hace ese daño.  url	NEU
Es una locura lo de username	N
Di Alexandra Sánchez: Pagas o billete de avión case a prezo de ir ao Caribe. Con todo	N
Me gustó un video de username  url ¿Por qué LATINOAMÉRICA necesita un RYANAIR? - VisualPolitik	NEU
username Más que nada lo decía porque a través de Periscope tienen más repercusión 🙂 Gracias de nuevo por las respuestas username 😘 CMUOC	P
Fatal username IBERIA IB3279	N
username Y a mi...nunca tuve problemas. Vale. Muchas gracias x vuestro mensaje. Ya os envío MD.	P
Con username	N
username username Bienvenidos.... Saludos desde Trujillo... Norte del Perú	NEU
vuelo ib8847 con salida de Sevilla a las 16:15 seguimos esperando nadie q me diga q pasa	N
Si fletaran a todos los alcaldes de España que quieren pegarle con la vara en las costillas al Puigde habría que ampliar la flota de Iberia	N
username username Tweet promocionado????😂😂😂	NEU
username Tranquilos	N
Con username	P
username username username username Prepara los chicles  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
solicitud x la web	N
En Ecuador	P
He pagado los seis euros de embarque prioritario en Ryanair porque la tranquilidad	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
Hola de nuevo	N
....  url	NEU
Vamos a ver	N
Iberia Express rebaja a cinco euros 5.000 billetes para viajar hasta final de mayo  url	P
username Y desp veo propaganda de Iberia 😵	N
username Viajo pronto con ustedes !!! Ojalá gane !!! 🙏🏻💃🏼	P
username me cancelaron la reserva	N
username Lamentable. Llegada 6:30 origen CDMX. Seguimos 100% sist. conexión express para llegar a tiempo a la puerta...  url	N
username username no me dan factura en la página de Iberia de México y nadie contesta emails ni mensajes. Ayuda por favor	N
username No está mal	N
username username username Menos mal que contraté un seguro extra y AMBOS se van a tener que hacer cargo al fin...  url	N
No me asignais asiento porque habéis vendido más billetes de lo permitido	N
Estoy planeando irme al.norte de italia y luego a españa a tomar algunos terrenos ya q mis ancestros son de alli y...  url	NEU
username Todas las aerolíneas son una mierda pero username y username para mi son las ganadoras. Avianca abusiva	N
Pues Iberia no ha cerrado porque Ryanair  y otros venden mucho mas barato.	NEU
username Ojalá	P
username intento sacar billete online Argel- madrid y siempre me da error. Llevo así todo el dia  url	N
username username username username username Los bebés no tienen derecho a asiento	NEU
username Hola! Tengo un problema con una reserva de asientos. Os envío un DM	NEU
somos masoquistas jajajaja	NEU
username username @ Habla de Puebla de Alcocer en la revista de Iberia (Air Nostrum) 😎😎😎🙋🙋🙋👏👏👏  url	NEU
Un rey	NEU
username Ya se los envié por DM.	NEU
Hola username Imposible descansar al final IB3231	N
username Por eso	P
Y la aerolínea ganadora de la peor app del mundo es username. Vaya chapuza. A quien contrataron?	N
username Solicitud de indemnización el dis 27 de Octubre	N
Lufthansa recupera su liderazgo europeo en tráfico que le quitó Ryanair vía username  url	NEU
Más y más espera	N
username hola estoy en el vuelo IB0481 OVD-MAD no me dejan subir mi equipaje de mano a cabina	N
username username Los de Iberia diciéndole a Leigh Ese bulto tan grande no puede ir en cabina 😈	N
Ryanair salva la Navidad también en España: no habrá huelga del personal de tierra  url vía username	P
username username Parece Ryanair (por lo del retraso acumulado que se ve en la foto	N
hola username tengo un problema con una reserva (creo que la tengo duplicada)...	N
username El propósito de añonuevo de username debería ser encontrar mi maleta que perdieron con mis medicamentos ad...  url	N
username username username Aiiii username 	N
Vuelo Madrid-Vigo de username 	N
username username username username username username Gracias Loitzun por el dato	P
Iberia Express renueva su carta menú e incorpora nuevos contenidos a su oferta  url  url	P
La huelga de pilotos de Ryanair en Irlanda amenaza con extenderse a más países  url	N
username Es con username no contestan	N
username Deprime ver a Buenos Aires infectada de publicidad de la desagradable Iberia. Qué lindo es que te dejen algo en bandeja.	N
O sea que me acabo de enamorar del azafato de Ryanair	P
username username ya gané? 😓	N
Por mucho que viajas en avion hay cosas que siempre sorprenden ComparteTuAtardecer username airbus airbus320...  url	P
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	N
Las personas podrán viajar desde 29	P
Entrando en pista para soñar...	P
📹 Ocurrió hace poquito en un vuelo de Ryanair entre Londres y Málaga. Allí un pasajero polaco	N
username Pues había espacio en el avión! No funcionan los parámetros y cambian las condiciones de viaje sin necesida...  url	N
Parece que has cogido poco Ryanair 😁  url	NEU
Agradezco a aerolineas maravillosas username username username LOT username username por siempre traer un ex...  url	NEU
username hola	NEU
username username Si es un vuelo operado por otra compañía nunca te da la opción.	N
username username puedo enviar mi CV para el depto tecnico de Iberia? parece que os falta personal allí...	P
username Ryanair en vuelos comprados hace un mes a 9	NEU
username le repito que NO	N
username si	N
username Hace más de 1 mes que volé. Ya está bien	N
Vuelo username 6583 🇪🇸 Madrid username username Medellín 🇨🇴 aterrizó 8:38pm cc username username	NEU
username username username que robo!!!! hay que viajar por avianca.....	N
username y sus grupo platino	N
El responsable para Iberia de Allfunds	P
Con username	NEU
username pueden explicarme por que con solo 1/4 de avion lleno	N
username username username Hay q volar con Iberia	P
me muero  url	N
En el aniversario de la pérdida de mi maleta username ¿Me váis a hacer un regalo? 😊 Solo falta 1 mes!! Qué emoción!	N
Yo ya no sé como deciroslo username y escribo al principado	N
Por qué las ofertas de Ryanair son sólo para enero colega qué fechas más malas	N
Ryanair ofrece a sus pilotos una subida de sueldo del 20%: Ryanair ofrece a sus pilotos una...  url	NEU
Con username	NEU
username username De que año?	N
username Excelente servicio! Felicitaciones por el aniversario. Que sean muchos más’	P
username Excelente???...Cuando te Elimina Iberia No puede ser excelente!!!	N
username username Vaya tela!. Mejor no digo lo que pienso.... 👿	N
Yo con el Ryanair instalado desde hace un mes	NEU
Con pasaporte ecuatoriano en mano en la fila de Iberia funcionario de migración me pregunta : ha estado antes en el Ecuador ? plop	NEU
El aumento de vuelos de username hacia Puerto Rico impulsa su sector turístico  url	NEU
username username username username Y además las chicas que trabajan allí son encantadoras. 😏	P
username Que genial Cristian! Yo mucho no me acuerdo.. Varig y Spanair si porque me dieron recuerditos.. Pe...  url	P
username y a esto le sumamos que ayer hago los vuelos 50 y 51. Hoy vuelo a Milán (sin maleta) y a pesar de que cambi...  url	N
username Compré en username y en la misma operación billetes de ida y vuelta con escalas. Cancelan vuelo ida y...  url	N
username os cuento lo que me ha pasado. He contratado un vuelo	N
username Madrid	NEU
Vaya! username asigna a mi hija de 5 años asiento lejos de su madre y es un error. Mi mujer se equivoca redactando el 2º apellido y son 30 €.	N
username Que pena que vuestro telefono de contacto 11810 os desacredite tanto......	N
username Como puedo reclamar perdida de equipaje	N
Ryanair me acaba de decir q tienen overbooking. Asiento 00 es overbooking	N
Ryanair se planta ante sus pilotos	NEU
Hemos sido las primeras en subir al avión y se ha ido luz CUATRO VECES. Vuelo con Ryanair no digo más que sepáis qu...  url	N
Iberia apuesta por Cataluña y prevé arañar cuota al AVE con el nuevo 'puente aéreo'  👉   url	P
username Seguro que también tienes alguna vecina rubia en iberia!!! Y se queda con tus maletas😂😂😂	NEU
username PARA LOS QUE SON JOVENES O TIENEN MEMORIA CORTA.	N
username username username Para colmo se tiran la responsabilidad entre uno y otro. Ladrones username username	N
username en app en iOS	N
username 15 minutos asándonos en una lata de sardinas y el avión sin aire acondicionado y sin moverse. Ya está bien. Abusadores.	N
username Yo lo he escrito varias veces	NEU
¡90 años ya ni más ni menos! 😜	NEU
Las mejores ofertas de empleo IT de España: Endesa	P
username ya tiene delito no volar con Ryanair	P
¿Estás planeando unas vacaciones? Atento a los descuentos que ofrece Ryanair por el Black Friday	NEU
SAP entrega sus Quality Awards de Iberia 2017  url vía username  url	NEU
username username username username username username username username...  url	N
username username username Estoy mejor yo	P
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	P
username amigos les mandé un DM con un problema en una compra de pasajes...	N
username	NEU
username Los modales de personal	N
Gracias a username y a su gabinete de prensa por la ayuda recibida anoche para embarcar en el vuelo de...  url	P
username username username username username creo que esto merece alguna explicación	N
Con username	NEU
username es posible que durante un día y medio	N
username Lamentable el servicio brindado. Una de mis maletas no llegó de MAD-MEX y no dan el seguimiento adecuado.	N
username la ruta se queda en manos de EasyJet (Gatwick) y Ryanair (Stansted)	NEU
username hola	NEU
username username Estoy etiquetando todos los tweets relacionados con el vuelo de username AMS - MAD con el hasht...  url	N
username LAANDAAAAAN (este nos lo da ryanair por el vuelo que nos cancelo a Roma)	P
Por cada segundo de estos audios hay 2/3 palabrotas dirigidas a username  url	N
El nuevo v&amp;amp;237;deo de seguridad de Iberia promociona el turismo hacia la Comunidad de Madrid  url	N
username Perdón? 0 accesibilidad en la web de Ryanair? Algo no me cuadra	N
username Trato de registrarme y me dice que me ponga en contacto con el centro de servicio de Iberia username	NEU
username El problema parece ser que la bodega del avión es pequeña y no entran todas maletas. Cuando yo pague por lo...  url	N
Pésimo servicio British Airways/Iberia. Hace 2 días q espero mi equipaje. Los SMSs sobre fecha/hora de llegada mien...  url	N
username No quiero que estéis a mi disposición	N
Hola username les he hecho una pregunta por mensaje directo. Me podrían contestar por favor. ¡Gracias!	NEU
Aplaudir cuando aterriza un avión de Ryanair no es ninguna tontería.	N
username Dónde no te lleven tus piernas	P
De vuelta a casa por navidad	P
Hoy hace 90 años que Iberia levantó el vuelo y unió Madrid y Barcelona  url vía username	P
¿Quién se pasará por GamingFest17? Ahí nos vemos :D Mañana	NEU
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	NEU
Gracias username por no hacer llegar mi maleta de Bruselas 😡😡😡😡	N
Ya van 15 días con una maleta perdida. username asegura que se entregó al servicio de mensajería de username 	N
Gracias a la tripulación de username del vuelo SCQ-BGY! Olvidé un iPhoneX en el asiento y lo entregaron en objetos perdidos	P
el robo fue frete al CURHAMA. y los 200.000 fue en IBERIA.	N
HolaArgentina Qué buen sorteo. Quiero participar!  url	P
Los pilotos de Ryanair ya tienen representación sindical en España  url  url	N
username username Tiene narices... vas a tener que ponerte a montar la bici al lado de la cinta de equipajes para...  url	N
Un rey	N
Con username	NEU
Saldrá a tiempo??? O mejor dicho llegará a tiempo?? misionImposible Bilbao - Malaga username  username	NEU
Por qué viajo con username  url	NEU
Que no te hieran mucho Iberia	N
username username La peor compañía	N
username username perdió mi maleta hace 5 días y no saben dónde está. Tengo medicamentos que no estoy tomando...  url	N
Sí tengo dónde quedarme Ryanair	NEU
username me he equivocado de hora al comprar billete :( otras compañías permiten subsanar el error en 24 horas gratis	NEU
username Hay boletos de ultimo minuto para hoy desde buenos aires a madrid? que descuento tienen	NEU
username username Excelente !	P
username username username ☮️☮️☮️☮️☮️⚫️⚪️🏳🏴 pls no reporterino	N
marketing Llega el primer duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
Estado Ansiedad cuando cuando ya compraste tu billete con Iberia username 😁😆😆🛫	NEU
Con username	NEU
DSFRUTA LAS PROMOCIONES ( Tarifas sujetas a cambio sin previo aviso)  ✈ARGENTINA-GOL AIRLINES 600$ ✈MADRID-IBERIA A...  url	NEU
username username username username Por ejemplo	N
Con username	P
Para todo hay que saber. Iberia tiene presencia testimonial en Barcelona	N
username username username username username username username username Y ya de paso a...  url	N
username Fantastico!	P
username Sevilla	NEU
username Me entero que Iberia	N
Con username	NEU
username username username Tuve que hacer 2000km para recuperar mis maletas! Perdí tiempo y dinero. Tard...  url	N
Muy fan del anuncio de username e username: que lo hayas hecho antes o no	P
username El todo lo posible de username  para mí no es suficiente. Los días pasan y entiendo que cada vez más es más...  url	N
HolaArgentina necesito viajarrrr (aunque hoy haya vuelto de viaje) quiero hacer el camino de Santiago!  url	NEU
username VERGONZOSO Y MISERABLE QUE DESDE EL 14 DE SEPTIEMBRE ESTÉ ESPERANDO POR LA DEVOLUCIÓN DE UN VUELO INUTILIZADO POR HOSPITALIZACIÓN	N
Ryanair retrasa a enero el cambio en la política de equipaje de mano  url  url	P
username cuando puedan regresen a Venezuela!	NEU
Aerolínea Momentos celebra los 90 años de username  url Juan Cierco	NEU
username Iberia Express es low cost? Los billetes cuestan una pasta y era un vuelo a Stuutgart	N
unir España y Portugal en un  Estado. Iberia es una unidad de mercado y  españoles y  portugueses nos complementamos	P
username Que te recuperen YA las valijas de mi hermana username que quedaron varadas en Madrid Barajas por...  url	N
username Y en la web de iberia no me salen los vuelos de la ccompañia a las 7 de la mañana y en otras web de viajes si	N
username username Mi me perdieron la maleta en enero 17 y aun no la encuentran.. Fui hablar para saber si estaba e...  url	N
Gracias por ser parte de mis sueños en cada viaje que estoy con uds.  url	P
Mejor comprar otro billete solo para la maleta.  url	N
username Hola.Consulta	NEU
username username Deben ser antisistema. Les debe pagar Ryanair y la Gene les completa el sueldo	N
Que bueno la aerolínea que dio auriculares insonorizados a los pasajeros por hijos de G Clooney q lloraban de usa l...  url	N
username hola! Puedo llevar nutella en mi equipaje de carga (no en el equipaje de mano)? Viajo mañana con Iberia. Saludos!	NEU
username Madrid TravelThursday	NEU
Cuando le digo a la chica del mostrador de username en username el 27/12/17 a las 08.30 que me han fastidiado l...  url	N
Pitillera de Iberia . Alguien sabe si se regalaba o se vendia en los vuelos?  url	P
Aplaudir cuando aterriza un avión de Ryanair no es ninguna tontería.	N
Así fue el accidente del vuelo 5022 de Spanair	NEU
username username Vidta de El Teide llegando a Tenerife Sur año 2015  url	NEU
username viajamos x Level hoy	N
eLPAÍSen2017  ¿Trenes a lo Ryanair para mantener unida Europa?  url	NEU
username Confirmado por Iberia! Espero que sirva el dato! Gracias username  url	NEU
Color en Lisboa europa europe iberia iberico portugal portuguese portugues gorpman...  url	NEU
Ya necesitábamos una conexión directa con Europa.  url	P
Ahora si	P
username MinistroDuarte hemos logrado posicionar a El Salvador como un destino atractivo	P
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	P
Japón Directo	NEU
username Gracias username	P
username Con Level de Iberia todo bien antes de volar	NEU
A mí no me dejan pasar en Ryanair con una bolsa de más de 10Kg van a dejar pasar una mini hormiga y tortuga. JAJAJA EN SERIO OTDirecto31D	P
Pilotos de Ryanair en Irlanda	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
Iberia aumentará sus vuelos semanales de la ruta Buenos Aires-Madrid en 2018  url	P
Iberia aumentará su oferta a Bogotá-Madrid un 40%  url username  url	NEU
username username Es increible! Espero que te indemnicen! Si no lo hacen no cogeré más vuelos con Iberia.	N
Cadena de errores ¿quien es el último culpable? Agencia - Productora - cliente  url	N
username En junio ya viajé usando los Avios con los mismos datos	NEU
username llevo semanas intentando acceder a mi perfil Iberia plus sin éxito. He intentado cambiar el PIN varias vece...  url	N
Con username	N
IAG	NEU
username En Argentina y Latinoamérica en general necesitamos un Ryanair.	P
Han sacado nuestras maletas.	N
username username Pues realojad en vuelos de otras compañias que sabemos perfectamente que podéis o alquilad y fleta...  url	N
INAUDITO	N
Los pilotos irlandeses se plantan ante Ryanair y le exigen negociar | Noticias de Aerolíneas | Revista de turismo...  url	N
Gracias María Clemencia: username nos deja una gran infraestructura y las bases para seguir creciendo	NEU
Después de más de 2 horas...seguimos esperando en la cola de Iberia Terminal4 Iberia colasinterminables niebla	N
username username (en atención al cliente respecto a la huelga convocada en El Prat NO TIENE NADA QUE VER CON VUEL...  url	N
Vuelo Iberia 6845 los pasajeros estamos esperando recibir las valijas más de una hora desconsideración con los pasajeros	N
Huelga del personal de tierra de Ryanair en España desde el 30 de diciembre  url vía username	NEU
miquiosco_com Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima	NEU
username username username Viendo la procedencia me parece acertado 😊	NEU
username A mi me ha salido muchas veces Vueling	P
Ryanair deja de volar entre  Castellón y Bristol llevándose la línea al aeropuerto de Valencia  url	NEU
eShow Madrid 2017: Javier Hernández (Iberia Express)  url	NEU
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
Los sindicatos europeos instan a Ryanair a jugar limpio con los trabajadores  url  url	NEU
username Pero claro	N
username Me apunto a que Iberia respete al pasajero.	NEU
Cuidado a los que voláis con username   url	N
La remodelada sala Velázquez en la T4 de Barajas	P
Pasajero Ryanair impaciente de salir quito compuerta de emergencia de aeronave (en tierra)ver video ....hay cada lo...  url	NEU
username malísima la atención son unos sin vergüenza. La pagina no anda y la culpa es mía. Nunca más vuelo por esta empresa username	N
username con esta compañía	N
username También tengo en tomo la edición de Iberia Inc	NEU
username username La verdad nunca tuve problemas con latam	P
y mientras	NEU
username  saben la cantidad de valijas que pierde username a diario y no devuelve?	N
somos varios username los que les pedimos ser mas humanos VerguenzaDelAire 90Aniversario MeGustaVolar  url	N
username Claro	N
Ya queda menos! iberia username airnostrumofficial  url	NEU
Hay vuelos baratísimos de Ryanair en enero. No me puedo ir porque la universidad me oprime y no tengo descanso just...  url	P
Así fue el accidente del vuelo 5022 de Spanair	N
username username username Penosa gestión del vuelo Marrakech-Madrid el 27-11-17 a las 17.35h. Un pasajer...  url	N
username si no me dan solucion (ya intenté desde 3 navegadores diferentes y siempre pasa lo mismo)	N
Wajajajaja!! Ahí quedaste Iberia!!! La única gracia que hiciste en el año fue ganarle a Colo Colo.  url	NEU
username En absoluto. Ryanair y el resto de compañías podrán concurrir en la licitación que tenemos abierta...  url	N
... y más vergüenza aún que el CM de username ni siquiera se digne a pedir	N
.Iberia lanza en Colombia su programa On Business  url  url	P
Ryanair priority. Somos snobs de clase obrera  url	NEU
Wuajajajjaja  en venganza po wn 😂😂😂😂  url	N
username username No no no no. Me niego totalmente. Espero que cancelen los vuelos o algo y no pueda llegar...  url	N
username 	P
username username Yo tampoco puedo ni tan siquiera cargar el portal de inicio desde hace al menos media hora.	NEU
Iberia busca técnicos de mantenimiento para trabajar en Madrid y Barcelona.  url	NEU
username Madrid	NEU
username Hola username	N
90AniversarioIberia del primer vuelo de username  url	P
Iberia	NEU
username username De verdad que es alucinante que la única repuesta que tengamos de vosotros sea: puedes po...  url	N
Con username	P
username username Lo peor de todo es que yo había contratado username y	NEU
El que no llora no mama  url	NEU
Oleada de huelgas en Ryanair estas Navidades  url vía username	N
username ok	P
🛫 De regreso!! 	NEU
Ryanair ofrece hasta la medianoche de hoy cien mil billetes desde 5 euros para volar en enero desde Alicante...  url	P
username Necesito que me envíen el comprobante del equipaje que compre telefónicamente!!!!	NEU
La ineptitud de username	N
username username username Hay maletas rígidas para bicis por 300€	NEU
username username Pa pegarse un puto tiro	N
username Probá con las líneas aéreas de medio oriente. Esas contestan o dan like siempre. También Iberia. Con las...  url	NEU
Ryanair desaloja a varias chicas de un avión por comportarse como “animales”  url	N
username mi maleta está perdida desde el 22Oct vuelo IB6403. Es lamentable su servicio de seguimiento al caso. Esper...  url	N
Excelente notícia - Ryanair to recognise pilot unions to avert strike action	P
Con username	N
Llega el primer duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año	NEU
username Plaza de España	NEU
username 	N
Vuelos desde 5 euros en Ryanair por el Black Friday  url	P
username username Eso si es una GRAN NOTICIA!	P
username username   Before flying BA/IBERIA ... RT/SHARE: POR FAVOR: PASAJEROS QUE IBERIA LES DEMOR...  url	N
username username 3Ene username ColegioMedicoBo Bolivia username username...  url	NEU
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
Los pilotos ganan: Ryanair acepta que existe la representación laboral  url	N
El personal de tierra está reunido buscando una solución. El vuelo estaba completo  url	N
Pasajero de avión sale por puerta de emergencia. QRR Mundo Avión Pasajero GuardiCivil Ryanair Londres...  url	N
Update: Ha aparecido. Bastante bien los de username	P
